ospf-n0;1.63215303421
ospf-n1;1.89545607567
ospf-n2;1.7645277977
ospf-n3;1.2627351284
ospf-n4;1.7352809906
ospf-n5;1.81416511536
ospf-n6;2.13717412949
ospf-n7;0.961083889008
ospf-n8;2.1432261467
ospf-n9;2.6901409626
ospf-n10;1.84895896912
ospf-n11;2.99935317039
ospf-n12;2.33961105347
ospf-n13;2.99947214127
ospf-n14;4.02098298073
ospf-n15;2.12575387955
ospf-n16;4.86814308167
ospf-n17;8.51653909683
ospf-n18;8.73710680008
ospf-n19;5.7874789238
ospf-n20;5.17581295967
ospf-n21;999
ospf-n22;999
ospf-n23;999
