ospf-n0;0.438253164291
ospf-n1;0.266237020493
ospf-n2;0.254776000977
ospf-n3;0.222134113312
ospf-n4;0.231406927109
ospf-n5;0.261694192886
ospf-n6;0.323959827423
ospf-n7;0.123917102814
ospf-n8;0.345669031143
ospf-n9;0.37140917778
ospf-n10;0.311131954193
ospf-n11;0.437875032425
ospf-n12;0.384609937668
ospf-n13;0.444115877151
ospf-n14;0.593932151794
ospf-n15;0.343243122101
ospf-n16;0.738306045532
ospf-n17;1.16212797165
ospf-n18;1.35772109032
ospf-n19;0.787528991699
ospf-n20;0.668934822083
ospf-n21;0.652036905289
ospf-n22;1.47347402573
ospf-n23;0.71136879921
