ospf-n0;0.842443943024
ospf-n1;0.857012987137
ospf-n2;0.997128009796
ospf-n3;0.81955909729
ospf-n4;0.888453960419
ospf-n5;0.946371078491
ospf-n6;1.13677597046
ospf-n7;0.520961999893
ospf-n8;1.35665798187
ospf-n9;1.31273913383
ospf-n10;1.01006984711
ospf-n11;1.6825838089
ospf-n12;1.4311401844
ospf-n13;1.68012404442
ospf-n14;2.35328507423
ospf-n15;1.31155395508
ospf-n16;2.78500294685
ospf-n17;3.99654889107
ospf-n18;4.73495197296
ospf-n19;3.19823217392
ospf-n20;2.3677740097
ospf-n21;2.74731206894
ospf-n22;5.46633696556
ospf-n23;2.74192786217
