bgp-n0;164.373540878
bgp-n1;1303.50464392
bgp-n2;13.7464671135
bgp-n3;41.1673488617
bgp-n4;19.6911008358
bgp-n5;290.821570873
bgp-n6;112.875576019
bgp-n7;35.3449630737
bgp-n8;999
bgp-n9;999
bgp-n10;999
bgp-n11;999
bgp-n12;999
bgp-n13;999
bgp-n14;999
bgp-n15;999
bgp-n16;999
bgp-n17;999
bgp-n18;999
bgp-n19;999
bgp-n20;999
bgp-n21;999
bgp-n22;999
bgp-n23;999
