ospf-n0;0.35250578192062676;0.9047619047619048
ospf-n1;0.08870172104798257;1.0
ospf-n2;0.09045301214791834;1.0
ospf-n3;0.09153203596360981;1.0
ospf-n4;0.3712246271315962;0.9545454545454546
ospf-n5;0.10263267811387777;1.0
ospf-n6;0.0955983700696379;1.0
ospf-n7;0.12042389786802232;1.0
ospf-n8;0.11381424404680729;1.0
ospf-n9;0.09746023686602712;1.0
ospf-n10;0.12147126602940261;1.0
ospf-n11;0.10029565589502454;1.0
ospf-n12;0.09754911297932267;1.0
ospf-n13;0.09759434498846531;1.0
ospf-n14;0.10126840695738792;1.0
ospf-n15;0.09793841000646353;1.0
ospf-n16;0.11016866401769221;1.0
ospf-n17;0.13429980305954814;1.0
ospf-n18;0.5370553808752447;0.9696969696969697
ospf-n19;0.20370635716244578;1.0
ospf-n20;0.398646482732147;0.975609756097561
ospf-n21;0.39942829962819815;0.926829268292683
ospf-n22;0.3423483239021152;1.0
ospf-n23;0.4046178648713976;0.975609756097561
