bgp-n0;2.661527154967189;0.88
bgp-n1;0.997342964168638;1.0
bgp-n2;0.28916302300058305;1.0
bgp-n3;0.38306333287619054;1.0
bgp-n4;0.3272982279304415;1.0
bgp-n5;0.6848378179129213;1.0
bgp-n6;1.755550435045734;1.0
bgp-n7;1.4225898068398237;0.8
bgp-n8;11.445448297308758;0.9166666666666666
bgp-n9;2.219096675980836;1.0
bgp-n10;1.4921521169599146;1.0
bgp-n11;1.2973288900684565;1.0
bgp-n12;2.982109942706302;0.9411764705882353
bgp-n13;1.6317383870482445;1.0
bgp-n14;2.854273164179176;0.9473684210526315
bgp-n15;3.8400012732017785;0.9375
bgp-n16;50.28089028620161;1.0
bgp-n17;85.574644675944;1.0
bgp-n18;6.045524246990681;1.0
bgp-n19;30.058076903456822;0.8888888888888888
bgp-n20;5.602703340118751;1.0
bgp-n21;10.486915495013818;1.0
bgp-n22;45.888382110977545;0.8666666666666667
bgp-n23;13.754127686843276;1.0
