bgp-n0;0.34963693213649094;1.0
bgp-n1;0.3556002511177212;1.0
bgp-n2;0.31291465694084764;1.0
bgp-n3;0.3573115570470691;1.0
bgp-n4;0.3567488151602447;1.0
bgp-n5;0.36798328603617847;1.0
bgp-n6;0.3727466929703951;1.0
bgp-n7;1.4978966491762549;0.75
bgp-n8;1.5469161113724113;0.8888888888888888
bgp-n9;0.3848640020005405;1.0
bgp-n10;0.3867528629489243;1.0
bgp-n11;0.40738470386713743;1.0
bgp-n12;0.38416683999821544;1.0
bgp-n13;0.38076989888213575;1.0
bgp-n14;1.529682827880606;0.625
bgp-n15;0.3846609948668629;1.0
bgp-n16;0.4169970969669521;1.0
bgp-n17;82.67332908092067;1.0
bgp-n18;5.831824898021296;1.0
bgp-n19;7.435806945199147;1.0
bgp-n20;5.379972305847332;1.0
bgp-n21;40.28535230061971;0.9090909090909091
bgp-n22;11.095683436840773;1.0
bgp-n23;13.253233252093196;1.0
