ospf-n0;0.6316566378809512;1.0
ospf-n1;0.955378545448184;1.0
ospf-n2;0.6340982438996434;1.0
ospf-n3;0.6877656672149897;1.0
ospf-n4;0.7562265237793326;1.0
ospf-n5;0.8643738720566034;1.0
ospf-n6;1.0427238820120692;1.0
ospf-n7;0.4818322570063174;1.0
ospf-n8;1.6063998620957136;1.0
ospf-n9;1.559965284075588;1.0
ospf-n10;1.0633214032277465;1.0
ospf-n11;3.5553252161480486;1.0
ospf-n12;2.324814206920564;1.0
ospf-n13;1.9255246398970485;1.0
ospf-n14;6.259905243758112;1.0
ospf-n15;1.2291519530117512;1.0
ospf-n16;10.6322579276748;1.0
ospf-n17;38.809055927209556;1.0
ospf-n18;54.42506967904046;1.0
ospf-n19;10.661779940128326;1.0
ospf-n20;7.095256174914539;1.0
ospf-n21;7.656474111136049;1.0
ospf-n22;76.24039860768244;1.0
ospf-n23;9.228834420908242;1.0
